,R,cidx,C,m
7164,0.413737374,0.717171717,2.44E-08,2.420353535
7165,0.42020202,0.717171717,2.46E-08,2.420353535
7166,0.426666667,0.717171717,2.48E-08,2.420353535
7167,0.433131313,0.717171717,2.50E-08,2.420353535
7168,0.43959596,0.717171717,2.52E-08,2.420353535
7169,0.446060606,0.717171717,2.55E-08,2.420353535
7170,0.452525253,0.717171717,2.57E-08,2.420353535
7171,0.458989899,0.717171717,2.59E-08,2.420353535
7172,0.465454545,0.717171717,2.62E-08,2.420353535
7173,0.471919192,0.717171717,2.64E-08,2.420353535
7174,0.478383838,0.717171717,2.67E-08,2.420353535
7175,0.484848485,0.717171717,2.69E-08,2.420353535
7176,0.491313131,0.717171717,2.72E-08,2.420353535
7177,0.497777778,0.717171717,2.75E-08,2.420353535
7178,0.504242424,0.717171717,2.77E-08,2.420353535
7179,0.510707071,0.717171717,2.80E-08,2.420353535
7180,0.517171717,0.717171717,2.83E-08,2.420353535
7181,0.523636364,0.717171717,2.86E-08,2.420353535
7182,0.53010101,0.717171717,2.89E-08,2.420353535
7183,0.536565657,0.717171717,2.92E-08,2.420353535
7184,0.543030303,0.717171717,2.95E-08,2.420353535
7185,0.549494949,0.717171717,2.99E-08,2.420353535
7186,0.555959596,0.717171717,3.02E-08,2.420353535
7187,0.562424242,0.717171717,3.06E-08,2.420353535
7188,0.568888889,0.717171717,3.09E-08,2.420353535
7189,0.575353535,0.717171717,3.13E-08,2.420353535
7190,0.581818182,0.717171717,3.16E-08,2.420353535
7191,0.588282828,0.717171717,3.20E-08,2.420353535
7192,0.594747475,0.717171717,3.24E-08,2.420353535
7193,0.601212121,0.717171717,3.28E-08,2.420353535
7194,0.607676768,0.717171717,3.32E-08,2.420353535
7195,0.614141414,0.717171717,3.37E-08,2.420353535
7196,0.620606061,0.717171717,3.41E-08,2.420353535
7197,0.627070707,0.717171717,3.46E-08,2.420353535
7198,0.633535354,0.717171717,3.51E-08,2.420353535
7199,0.64,0.717171717,3.55E-08,2.420353535
7200,0,0.727272727,1.63E-08,2.400090909
7201,0.006464646,0.727272727,1.64E-08,2.400090909
7202,0.012929293,0.727272727,1.65E-08,2.400090909
7203,0.019393939,0.727272727,1.66E-08,2.400090909
7204,0.025858586,0.727272727,1.67E-08,2.400090909
7205,0.032323232,0.727272727,1.68E-08,2.400090909
7206,0.038787879,0.727272727,1.68E-08,2.400090909
7207,0.045252525,0.727272727,1.69E-08,2.400090909
7208,0.051717172,0.727272727,1.70E-08,2.400090909
7209,0.058181818,0.727272727,1.71E-08,2.400090909
7210,0.064646465,0.727272727,1.72E-08,2.400090909
7211,0.071111111,0.727272727,1.73E-08,2.400090909
7212,0.077575758,0.727272727,1.74E-08,2.400090909
7213,0.084040404,0.727272727,1.75E-08,2.400090909
7214,0.090505051,0.727272727,1.76E-08,2.400090909
7215,0.096969697,0.727272727,1.77E-08,2.400090909
7216,0.103434343,0.727272727,1.78E-08,2.400090909
7217,0.10989899,0.727272727,1.79E-08,2.400090909
7218,0.116363636,0.727272727,1.80E-08,2.400090909
7219,0.122828283,0.727272727,1.81E-08,2.400090909
7220,0.129292929,0.727272727,1.82E-08,2.400090909
7221,0.135757576,0.727272727,1.83E-08,2.400090909
7222,0.142222222,0.727272727,1.84E-08,2.400090909
7223,0.148686869,0.727272727,1.85E-08,2.400090909
7224,0.155151515,0.727272727,1.86E-08,2.400090909
7225,0.161616162,0.727272727,1.87E-08,2.400090909
7226,0.168080808,0.727272727,1.88E-08,2.400090909
7227,0.174545455,0.727272727,1.89E-08,2.400090909
7228,0.181010101,0.727272727,1.90E-08,2.400090909
7229,0.187474747,0.727272727,1.92E-08,2.400090909
7230,0.193939394,0.727272727,1.93E-08,2.400090909
7231,0.20040404,0.727272727,1.94E-08,2.400090909
7232,0.206868687,0.727272727,1.95E-08,2.400090909
7233,0.213333333,0.727272727,1.96E-08,2.400090909
7234,0.21979798,0.727272727,1.98E-08,2.400090909
7235,0.226262626,0.727272727,1.99E-08,2.400090909
7236,0.232727273,0.727272727,2.00E-08,2.400090909
7237,0.239191919,0.727272727,2.01E-08,2.400090909
7238,0.245656566,0.727272727,2.03E-08,2.400090909
7239,0.252121212,0.727272727,2.04E-08,2.400090909
7240,0.258585859,0.727272727,2.06E-08,2.400090909
7241,0.265050505,0.727272727,2.07E-08,2.400090909
7242,0.271515152,0.727272727,2.08E-08,2.400090909
7243,0.277979798,0.727272727,2.10E-08,2.400090909
7244,0.284444444,0.727272727,2.11E-08,2.400090909
7245,0.290909091,0.727272727,2.13E-08,2.400090909
7246,0.297373737,0.727272727,2.14E-08,2.400090909
7247,0.303838384,0.727272727,2.16E-08,2.400090909
7248,0.31030303,0.727272727,2.17E-08,2.400090909
7249,0.316767677,0.727272727,2.19E-08,2.400090909
7250,0.323232323,0.727272727,2.20E-08,2.400090909
7251,0.32969697,0.727272727,2.22E-08,2.400090909
7252,0.336161616,0.727272727,2.24E-08,2.400090909
7253,0.342626263,0.727272727,2.25E-08,2.400090909
7254,0.349090909,0.727272727,2.27E-08,2.400090909
7255,0.355555556,0.727272727,2.29E-08,2.400090909
7256,0.362020202,0.727272727,2.31E-08,2.400090909
7257,0.368484848,0.727272727,2.32E-08,2.400090909
7258,0.374949495,0.727272727,2.34E-08,2.400090909
7259,0.381414141,0.727272727,2.36E-08,2.400090909
7260,0.387878788,0.727272727,2.38E-08,2.400090909
7261,0.394343434,0.727272727,2.40E-08,2.400090909
7262,0.400808081,0.727272727,2.42E-08,2.400090909
7263,0.407272727,0.727272727,2.44E-08,2.400090909
7264,0.413737374,0.727272727,2.46E-08,2.400090909
7265,0.42020202,0.727272727,2.48E-08,2.400090909
7266,0.426666667,0.727272727,2.50E-08,2.400090909
7267,0.433131313,0.727272727,2.53E-08,2.400090909
7268,0.43959596,0.727272727,2.55E-08,2.400090909
7269,0.446060606,0.727272727,2.57E-08,2.400090909
7270,0.452525253,0.727272727,2.59E-08,2.400090909
7271,0.458989899,0.727272727,2.62E-08,2.400090909
7272,0.465454545,0.727272727,2.64E-08,2.400090909
7273,0.471919192,0.727272727,2.67E-08,2.400090909
7274,0.478383838,0.727272727,2.69E-08,2.400090909
7275,0.484848485,0.727272727,2.72E-08,2.400090909
7276,0.491313131,0.727272727,2.74E-08,2.400090909
7277,0.497777778,0.727272727,2.77E-08,2.400090909
7278,0.504242424,0.727272727,2.80E-08,2.400090909
7279,0.510707071,0.727272727,2.83E-08,2.400090909
7280,0.517171717,0.727272727,2.86E-08,2.400090909
7281,0.523636364,0.727272727,2.89E-08,2.400090909
7282,0.53010101,0.727272727,2.92E-08,2.400090909
7283,0.536565657,0.727272727,2.95E-08,2.400090909
7284,0.543030303,0.727272727,2.98E-08,2.400090909
7285,0.549494949,0.727272727,3.01E-08,2.400090909
7286,0.555959596,0.727272727,3.05E-08,2.400090909
7287,0.562424242,0.727272727,3.08E-08,2.400090909
7288,0.568888889,0.727272727,3.12E-08,2.400090909
7289,0.575353535,0.727272727,3.15E-08,2.400090909
7290,0.581818182,0.727272727,3.19E-08,2.400090909
7291,0.588282828,0.727272727,3.23E-08,2.400090909
7292,0.594747475,0.727272727,3.27E-08,2.400090909
7293,0.601212121,0.727272727,3.31E-08,2.400090909
7294,0.607676768,0.727272727,3.35E-08,2.400090909
7295,0.614141414,0.727272727,3.39E-08,2.400090909
7296,0.620606061,0.727272727,3.44E-08,2.400090909
7297,0.627070707,0.727272727,3.48E-08,2.400090909
7298,0.633535354,0.727272727,3.53E-08,2.400090909
7299,0.64,0.727272727,3.58E-08,2.400090909
7300,0,0.737373737,1.66E-08,2.379828283
7301,0.006464646,0.737373737,1.66E-08,2.379828283
7302,0.012929293,0.737373737,1.67E-08,2.379828283
7303,0.019393939,0.737373737,1.68E-08,2.379828283
7304,0.025858586,0.737373737,1.69E-08,2.379828283
7305,0.032323232,0.737373737,1.70E-08,2.379828283
7306,0.038787879,0.737373737,1.71E-08,2.379828283
7307,0.045252525,0.737373737,1.72E-08,2.379828283
7308,0.051717172,0.737373737,1.72E-08,2.379828283
7309,0.058181818,0.737373737,1.73E-08,2.379828283
7310,0.064646465,0.737373737,1.74E-08,2.379828283
7311,0.071111111,0.737373737,1.75E-08,2.379828283
7312,0.077575758,0.737373737,1.76E-08,2.379828283
7313,0.084040404,0.737373737,1.77E-08,2.379828283
7314,0.090505051,0.737373737,1.78E-08,2.379828283
7315,0.096969697,0.737373737,1.79E-08,2.379828283
7316,0.103434343,0.737373737,1.80E-08,2.379828283
7317,0.10989899,0.737373737,1.81E-08,2.379828283
7318,0.116363636,0.737373737,1.82E-08,2.379828283
7319,0.122828283,0.737373737,1.83E-08,2.379828283
7320,0.129292929,0.737373737,1.84E-08,2.379828283
7321,0.135757576,0.737373737,1.85E-08,2.379828283
7322,0.142222222,0.737373737,1.86E-08,2.379828283
7323,0.148686869,0.737373737,1.87E-08,2.379828283
7324,0.155151515,0.737373737,1.88E-08,2.379828283
7325,0.161616162,0.737373737,1.89E-08,2.379828283
7326,0.168080808,0.737373737,1.90E-08,2.379828283
7327,0.174545455,0.737373737,1.92E-08,2.379828283
7328,0.181010101,0.737373737,1.93E-08,2.379828283
7329,0.187474747,0.737373737,1.94E-08,2.379828283
7330,0.193939394,0.737373737,1.95E-08,2.379828283
7331,0.20040404,0.737373737,1.96E-08,2.379828283
7332,0.206868687,0.737373737,1.98E-08,2.379828283
7333,0.213333333,0.737373737,1.99E-08,2.379828283
7334,0.21979798,0.737373737,2.00E-08,2.379828283
7335,0.226262626,0.737373737,2.01E-08,2.379828283
7336,0.232727273,0.737373737,2.03E-08,2.379828283
7337,0.239191919,0.737373737,2.04E-08,2.379828283
7338,0.245656566,0.737373737,2.05E-08,2.379828283
7339,0.252121212,0.737373737,2.07E-08,2.379828283
7340,0.258585859,0.737373737,2.08E-08,2.379828283
7341,0.265050505,0.737373737,2.09E-08,2.379828283
7342,0.271515152,0.737373737,2.11E-08,2.379828283
7343,0.277979798,0.737373737,2.12E-08,2.379828283
7344,0.284444444,0.737373737,2.14E-08,2.379828283
7345,0.290909091,0.737373737,2.15E-08,2.379828283
7346,0.297373737,0.737373737,2.17E-08,2.379828283
7347,0.303838384,0.737373737,2.18E-08,2.379828283
7348,0.31030303,0.737373737,2.20E-08,2.379828283
7349,0.316767677,0.737373737,2.21E-08,2.379828283
7350,0.323232323,0.737373737,2.23E-08,2.379828283
7351,0.32969697,0.737373737,2.25E-08,2.379828283
7352,0.336161616,0.737373737,2.26E-08,2.379828283
7353,0.342626263,0.737373737,2.28E-08,2.379828283
7354,0.349090909,0.737373737,2.30E-08,2.379828283
7355,0.355555556,0.737373737,2.31E-08,2.379828283
7356,0.362020202,0.737373737,2.33E-08,2.379828283
7357,0.368484848,0.737373737,2.35E-08,2.379828283
7358,0.374949495,0.737373737,2.37E-08,2.379828283
7359,0.381414141,0.737373737,2.39E-08,2.379828283
7360,0.387878788,0.737373737,2.41E-08,2.379828283
7361,0.394343434,0.737373737,2.43E-08,2.379828283
7362,0.400808081,0.737373737,2.45E-08,2.379828283
7363,0.407272727,0.737373737,2.47E-08,2.379828283
7364,0.413737374,0.737373737,2.49E-08,2.379828283
7365,0.42020202,0.737373737,2.51E-08,2.379828283
7366,0.426666667,0.737373737,2.53E-08,2.379828283
7367,0.433131313,0.737373737,2.55E-08,2.379828283
7368,0.43959596,0.737373737,2.57E-08,2.379828283
7369,0.446060606,0.737373737,2.60E-08,2.379828283
7370,0.452525253,0.737373737,2.62E-08,2.379828283
7371,0.458989899,0.737373737,2.64E-08,2.379828283
7372,0.465454545,0.737373737,2.67E-08,2.379828283
7373,0.471919192,0.737373737,2.69E-08,2.379828283
7374,0.478383838,0.737373737,2.72E-08,2.379828283
7375,0.484848485,0.737373737,2.74E-08,2.379828283
7376,0.491313131,0.737373737,2.77E-08,2.379828283
7377,0.497777778,0.737373737,2.80E-08,2.379828283
7378,0.504242424,0.737373737,2.83E-08,2.379828283
7379,0.510707071,0.737373737,2.85E-08,2.379828283
7380,0.517171717,0.737373737,2.88E-08,2.379828283
7381,0.523636364,0.737373737,2.91E-08,2.379828283
7382,0.53010101,0.737373737,2.94E-08,2.379828283
7383,0.536565657,0.737373737,2.97E-08,2.379828283
7384,0.543030303,0.737373737,3.01E-08,2.379828283
7385,0.549494949,0.737373737,3.04E-08,2.379828283
7386,0.555959596,0.737373737,3.07E-08,2.379828283
7387,0.562424242,0.737373737,3.11E-08,2.379828283
7388,0.568888889,0.737373737,3.14E-08,2.379828283
7389,0.575353535,0.737373737,3.18E-08,2.379828283
7390,0.581818182,0.737373737,3.22E-08,2.379828283
7391,0.588282828,0.737373737,3.25E-08,2.379828283
7392,0.594747475,0.737373737,3.29E-08,2.379828283
7393,0.601212121,0.737373737,3.33E-08,2.379828283
7394,0.607676768,0.737373737,3.38E-08,2.379828283
7395,0.614141414,0.737373737,3.42E-08,2.379828283
7396,0.620606061,0.737373737,3.46E-08,2.379828283
7397,0.627070707,0.737373737,3.51E-08,2.379828283
7398,0.633535354,0.737373737,3.56E-08,2.379828283
7399,0.64,0.737373737,3.60E-08,2.379828283
7400,0,0.747474747,1.68E-08,2.359565657
7401,0.006464646,0.747474747,1.69E-08,2.359565657
7402,0.012929293,0.747474747,1.69E-08,2.359565657
7403,0.019393939,0.747474747,1.70E-08,2.359565657
7404,0.025858586,0.747474747,1.71E-08,2.359565657
7405,0.032323232,0.747474747,1.72E-08,2.359565657
7406,0.038787879,0.747474747,1.73E-08,2.359565657
7407,0.045252525,0.747474747,1.74E-08,2.359565657
7408,0.051717172,0.747474747,1.75E-08,2.359565657
7409,0.058181818,0.747474747,1.76E-08,2.359565657
7410,0.064646465,0.747474747,1.77E-08,2.359565657
7411,0.071111111,0.747474747,1.77E-08,2.359565657
7412,0.077575758,0.747474747,1.78E-08,2.359565657
7413,0.084040404,0.747474747,1.79E-08,2.359565657
7414,0.090505051,0.747474747,1.80E-08,2.359565657
7415,0.096969697,0.747474747,1.81E-08,2.359565657
7416,0.103434343,0.747474747,1.82E-08,2.359565657
7417,0.10989899,0.747474747,1.83E-08,2.359565657
7418,0.116363636,0.747474747,1.84E-08,2.359565657
7419,0.122828283,0.747474747,1.85E-08,2.359565657
7420,0.129292929,0.747474747,1.86E-08,2.359565657
7421,0.135757576,0.747474747,1.87E-08,2.359565657
7422,0.142222222,0.747474747,1.88E-08,2.359565657
7423,0.148686869,0.747474747,1.90E-08,2.359565657
7424,0.155151515,0.747474747,1.91E-08,2.359565657
7425,0.161616162,0.747474747,1.92E-08,2.359565657
7426,0.168080808,0.747474747,1.93E-08,2.359565657
7427,0.174545455,0.747474747,1.94E-08,2.359565657
7428,0.181010101,0.747474747,1.95E-08,2.359565657
7429,0.187474747,0.747474747,1.96E-08,2.359565657
7430,0.193939394,0.747474747,1.98E-08,2.359565657
7431,0.20040404,0.747474747,1.99E-08,2.359565657
7432,0.206868687,0.747474747,2.00E-08,2.359565657
7433,0.213333333,0.747474747,2.01E-08,2.359565657
7434,0.21979798,0.747474747,2.02E-08,2.359565657
7435,0.226262626,0.747474747,2.04E-08,2.359565657
7436,0.232727273,0.747474747,2.05E-08,2.359565657
7437,0.239191919,0.747474747,2.06E-08,2.359565657
7438,0.245656566,0.747474747,2.08E-08,2.359565657
7439,0.252121212,0.747474747,2.09E-08,2.359565657
7440,0.258585859,0.747474747,2.10E-08,2.359565657
7441,0.265050505,0.747474747,2.12E-08,2.359565657
7442,0.271515152,0.747474747,2.13E-08,2.359565657
7443,0.277979798,0.747474747,2.15E-08,2.359565657
7444,0.284444444,0.747474747,2.16E-08,2.359565657
7445,0.290909091,0.747474747,2.18E-08,2.359565657
7446,0.297373737,0.747474747,2.19E-08,2.359565657
7447,0.303838384,0.747474747,2.21E-08,2.359565657
7448,0.31030303,0.747474747,2.22E-08,2.359565657
7449,0.316767677,0.747474747,2.24E-08,2.359565657
7450,0.323232323,0.747474747,2.25E-08,2.359565657
7451,0.32969697,0.747474747,2.27E-08,2.359565657
7452,0.336161616,0.747474747,2.29E-08,2.359565657
7453,0.342626263,0.747474747,2.30E-08,2.359565657
7454,0.349090909,0.747474747,2.32E-08,2.359565657
7455,0.355555556,0.747474747,2.34E-08,2.359565657
7456,0.362020202,0.747474747,2.36E-08,2.359565657
7457,0.368484848,0.747474747,2.37E-08,2.359565657
7458,0.374949495,0.747474747,2.39E-08,2.359565657
7459,0.381414141,0.747474747,2.41E-08,2.359565657
7460,0.387878788,0.747474747,2.43E-08,2.359565657
7461,0.394343434,0.747474747,2.45E-08,2.359565657
7462,0.400808081,0.747474747,2.47E-08,2.359565657
7463,0.407272727,0.747474747,2.49E-08,2.359565657
7464,0.413737374,0.747474747,2.51E-08,2.359565657
7465,0.42020202,0.747474747,2.53E-08,2.359565657
7466,0.426666667,0.747474747,2.55E-08,2.359565657
7467,0.433131313,0.747474747,2.58E-08,2.359565657
7468,0.43959596,0.747474747,2.60E-08,2.359565657
7469,0.446060606,0.747474747,2.62E-08,2.359565657
7470,0.452525253,0.747474747,2.65E-08,2.359565657
7471,0.458989899,0.747474747,2.67E-08,2.359565657
7472,0.465454545,0.747474747,2.69E-08,2.359565657
7473,0.471919192,0.747474747,2.72E-08,2.359565657
7474,0.478383838,0.747474747,2.74E-08,2.359565657
7475,0.484848485,0.747474747,2.77E-08,2.359565657
7476,0.491313131,0.747474747,2.80E-08,2.359565657
7477,0.497777778,0.747474747,2.82E-08,2.359565657
7478,0.504242424,0.747474747,2.85E-08,2.359565657
7479,0.510707071,0.747474747,2.88E-08,2.359565657
7480,0.517171717,0.747474747,2.91E-08,2.359565657
7481,0.523636364,0.747474747,2.94E-08,2.359565657
7482,0.53010101,0.747474747,2.97E-08,2.359565657
7483,0.536565657,0.747474747,3.00E-08,2.359565657
7484,0.543030303,0.747474747,3.03E-08,2.359565657
7485,0.549494949,0.747474747,3.06E-08,2.359565657
7486,0.555959596,0.747474747,3.10E-08,2.359565657
7487,0.562424242,0.747474747,3.13E-08,2.359565657
7488,0.568888889,0.747474747,3.17E-08,2.359565657
7489,0.575353535,0.747474747,3.20E-08,2.359565657
7490,0.581818182,0.747474747,3.24E-08,2.359565657
7491,0.588282828,0.747474747,3.28E-08,2.359565657
7492,0.594747475,0.747474747,3.32E-08,2.359565657
7493,0.601212121,0.747474747,3.36E-08,2.359565657
7494,0.607676768,0.747474747,3.40E-08,2.359565657
7495,0.614141414,0.747474747,3.44E-08,2.359565657
7496,0.620606061,0.747474747,3.49E-08,2.359565657
7497,0.627070707,0.747474747,3.53E-08,2.359565657
7498,0.633535354,0.747474747,3.58E-08,2.359565657
7499,0.64,0.747474747,3.63E-08,2.359565657
7500,0,0.757575758,1.70E-08,2.33930303
7501,0.006464646,0.757575758,1.71E-08,2.33930303
7502,0.012929293,0.757575758,1.72E-08,2.33930303
7503,0.019393939,0.757575758,1.73E-08,2.33930303
7504,0.025858586,0.757575758,1.73E-08,2.33930303
7505,0.032323232,0.757575758,1.74E-08,2.33930303
7506,0.038787879,0.757575758,1.75E-08,2.33930303
7507,0.045252525,0.757575758,1.76E-08,2.33930303
7508,0.051717172,0.757575758,1.77E-08,2.33930303
7509,0.058181818,0.757575758,1.78E-08,2.33930303
7510,0.064646465,0.757575758,1.79E-08,2.33930303
7511,0.071111111,0.757575758,1.80E-08,2.33930303
7512,0.077575758,0.757575758,1.81E-08,2.33930303
7513,0.084040404,0.757575758,1.82E-08,2.33930303
7514,0.090505051,0.757575758,1.83E-08,2.33930303
7515,0.096969697,0.757575758,1.84E-08,2.33930303
7516,0.103434343,0.757575758,1.85E-08,2.33930303
7517,0.10989899,0.757575758,1.86E-08,2.33930303
7518,0.116363636,0.757575758,1.87E-08,2.33930303
7519,0.122828283,0.757575758,1.88E-08,2.33930303
7520,0.129292929,0.757575758,1.89E-08,2.33930303
7521,0.135757576,0.757575758,1.90E-08,2.33930303
7522,0.142222222,0.757575758,1.91E-08,2.33930303
7523,0.148686869,0.757575758,1.92E-08,2.33930303
7524,0.155151515,0.757575758,1.93E-08,2.33930303
7525,0.161616162,0.757575758,1.94E-08,2.33930303
7526,0.168080808,0.757575758,1.95E-08,2.33930303
7527,0.174545455,0.757575758,1.96E-08,2.33930303
7528,0.181010101,0.757575758,1.98E-08,2.33930303
7529,0.187474747,0.757575758,1.99E-08,2.33930303
7530,0.193939394,0.757575758,2.00E-08,2.33930303
7531,0.20040404,0.757575758,2.01E-08,2.33930303
7532,0.206868687,0.757575758,2.02E-08,2.33930303
7533,0.213333333,0.757575758,2.04E-08,2.33930303
7534,0.21979798,0.757575758,2.05E-08,2.33930303
7535,0.226262626,0.757575758,2.06E-08,2.33930303
7536,0.232727273,0.757575758,2.07E-08,2.33930303
7537,0.239191919,0.757575758,2.09E-08,2.33930303
7538,0.245656566,0.757575758,2.10E-08,2.33930303
7539,0.252121212,0.757575758,2.11E-08,2.33930303
7540,0.258585859,0.757575758,2.13E-08,2.33930303
7541,0.265050505,0.757575758,2.14E-08,2.33930303
7542,0.271515152,0.757575758,2.16E-08,2.33930303
7543,0.277979798,0.757575758,2.17E-08,2.33930303
7544,0.284444444,0.757575758,2.19E-08,2.33930303
7545,0.290909091,0.757575758,2.20E-08,2.33930303
7546,0.297373737,0.757575758,2.22E-08,2.33930303
7547,0.303838384,0.757575758,2.23E-08,2.33930303
7548,0.31030303,0.757575758,2.25E-08,2.33930303
7549,0.316767677,0.757575758,2.26E-08,2.33930303
7550,0.323232323,0.757575758,2.28E-08,2.33930303
7551,0.32969697,0.757575758,2.29E-08,2.33930303
7552,0.336161616,0.757575758,2.31E-08,2.33930303
7553,0.342626263,0.757575758,2.33E-08,2.33930303
7554,0.349090909,0.757575758,2.35E-08,2.33930303
7555,0.355555556,0.757575758,2.36E-08,2.33930303
7556,0.362020202,0.757575758,2.38E-08,2.33930303
7557,0.368484848,0.757575758,2.40E-08,2.33930303
7558,0.374949495,0.757575758,2.42E-08,2.33930303
7559,0.381414141,0.757575758,2.44E-08,2.33930303
7560,0.387878788,0.757575758,2.46E-08,2.33930303
7561,0.394343434,0.757575758,2.48E-08,2.33930303
7562,0.400808081,0.757575758,2.50E-08,2.33930303
7563,0.407272727,0.757575758,2.52E-08,2.33930303
7564,0.413737374,0.757575758,2.54E-08,2.33930303
7565,0.42020202,0.757575758,2.56E-08,2.33930303
7566,0.426666667,0.757575758,2.58E-08,2.33930303
7567,0.433131313,0.757575758,2.60E-08,2.33930303
7568,0.43959596,0.757575758,2.62E-08,2.33930303
7569,0.446060606,0.757575758,2.65E-08,2.33930303
7570,0.452525253,0.757575758,2.67E-08,2.33930303
7571,0.458989899,0.757575758,2.69E-08,2.33930303
7572,0.465454545,0.757575758,2.72E-08,2.33930303
7573,0.471919192,0.757575758,2.74E-08,2.33930303
7574,0.478383838,0.757575758,2.77E-08,2.33930303
7575,0.484848485,0.757575758,2.79E-08,2.33930303
7576,0.491313131,0.757575758,2.82E-08,2.33930303
7577,0.497777778,0.757575758,2.85E-08,2.33930303
7578,0.504242424,0.757575758,2.88E-08,2.33930303
7579,0.510707071,0.757575758,2.90E-08,2.33930303
7580,0.517171717,0.757575758,2.93E-08,2.33930303
7581,0.523636364,0.757575758,2.96E-08,2.33930303
7582,0.53010101,0.757575758,2.99E-08,2.33930303
7583,0.536565657,0.757575758,3.02E-08,2.33930303
7584,0.543030303,0.757575758,3.06E-08,2.33930303
7585,0.549494949,0.757575758,3.09E-08,2.33930303
7586,0.555959596,0.757575758,3.12E-08,2.33930303
7587,0.562424242,0.757575758,3.16E-08,2.33930303
7588,0.568888889,0.757575758,3.19E-08,2.33930303
7589,0.575353535,0.757575758,3.23E-08,2.33930303
7590,0.581818182,0.757575758,3.27E-08,2.33930303
7591,0.588282828,0.757575758,3.30E-08,2.33930303
7592,0.594747475,0.757575758,3.34E-08,2.33930303
7593,0.601212121,0.757575758,3.38E-08,2.33930303
7594,0.607676768,0.757575758,3.43E-08,2.33930303
7595,0.614141414,0.757575758,3.47E-08,2.33930303
7596,0.620606061,0.757575758,3.51E-08,2.33930303
7597,0.627070707,0.757575758,3.56E-08,2.33930303
7598,0.633535354,0.757575758,3.61E-08,2.33930303
7599,0.64,0.757575758,3.65E-08,2.33930303
7600,0,0.767676768,1.72E-08,2.319040404
7601,0.006464646,0.767676768,1.73E-08,2.319040404
7602,0.012929293,0.767676768,1.74E-08,2.319040404
7603,0.019393939,0.767676768,1.75E-08,2.319040404
7604,0.025858586,0.767676768,1.76E-08,2.319040404
7605,0.032323232,0.767676768,1.77E-08,2.319040404
7606,0.038787879,0.767676768,1.77E-08,2.319040404
7607,0.045252525,0.767676768,1.78E-08,2.319040404
7608,0.051717172,0.767676768,1.79E-08,2.319040404
7609,0.058181818,0.767676768,1.80E-08,2.319040404
7610,0.064646465,0.767676768,1.81E-08,2.319040404
7611,0.071111111,0.767676768,1.82E-08,2.319040404
7612,0.077575758,0.767676768,1.83E-08,2.319040404
7613,0.084040404,0.767676768,1.84E-08,2.319040404
7614,0.090505051,0.767676768,1.85E-08,2.319040404
7615,0.096969697,0.767676768,1.86E-08,2.319040404
7616,0.103434343,0.767676768,1.87E-08,2.319040404
7617,0.10989899,0.767676768,1.88E-08,2.319040404
7618,0.116363636,0.767676768,1.89E-08,2.319040404
7619,0.122828283,0.767676768,1.90E-08,2.319040404
7620,0.129292929,0.767676768,1.91E-08,2.319040404
7621,0.135757576,0.767676768,1.92E-08,2.319040404
7622,0.142222222,0.767676768,1.93E-08,2.319040404
7623,0.148686869,0.767676768,1.94E-08,2.319040404
7624,0.155151515,0.767676768,1.95E-08,2.319040404
7625,0.161616162,0.767676768,1.96E-08,2.319040404
7626,0.168080808,0.767676768,1.98E-08,2.319040404
7627,0.174545455,0.767676768,1.99E-08,2.319040404
7628,0.181010101,0.767676768,2.00E-08,2.319040404
7629,0.187474747,0.767676768,2.01E-08,2.319040404
7630,0.193939394,0.767676768,2.02E-08,2.319040404
7631,0.20040404,0.767676768,2.03E-08,2.319040404
7632,0.206868687,0.767676768,2.05E-08,2.319040404
7633,0.213333333,0.767676768,2.06E-08,2.319040404
7634,0.21979798,0.767676768,2.07E-08,2.319040404
7635,0.226262626,0.767676768,2.08E-08,2.319040404
7636,0.232727273,0.767676768,2.10E-08,2.319040404
7637,0.239191919,0.767676768,2.11E-08,2.319040404
7638,0.245656566,0.767676768,2.12E-08,2.319040404
7639,0.252121212,0.767676768,2.14E-08,2.319040404
7640,0.258585859,0.767676768,2.15E-08,2.319040404
7641,0.265050505,0.767676768,2.17E-08,2.319040404
7642,0.271515152,0.767676768,2.18E-08,2.319040404
7643,0.277979798,0.767676768,2.19E-08,2.319040404
7644,0.284444444,0.767676768,2.21E-08,2.319040404
7645,0.290909091,0.767676768,2.22E-08,2.319040404
7646,0.297373737,0.767676768,2.24E-08,2.319040404
7647,0.303838384,0.767676768,2.25E-08,2.319040404
7648,0.31030303,0.767676768,2.27E-08,2.319040404
7649,0.316767677,0.767676768,2.29E-08,2.319040404
7650,0.323232323,0.767676768,2.30E-08,2.319040404
7651,0.32969697,0.767676768,2.32E-08,2.319040404
7652,0.336161616,0.767676768,2.34E-08,2.319040404
7653,0.342626263,0.767676768,2.35E-08,2.319040404
7654,0.349090909,0.767676768,2.37E-08,2.319040404
7655,0.355555556,0.767676768,2.39E-08,2.319040404
7656,0.362020202,0.767676768,2.41E-08,2.319040404
7657,0.368484848,0.767676768,2.42E-08,2.319040404
7658,0.374949495,0.767676768,2.44E-08,2.319040404
7659,0.381414141,0.767676768,2.46E-08,2.319040404
7660,0.387878788,0.767676768,2.48E-08,2.319040404
7661,0.394343434,0.767676768,2.50E-08,2.319040404
7662,0.400808081,0.767676768,2.52E-08,2.319040404
7663,0.407272727,0.767676768,2.54E-08,2.319040404
