,logC
7827,-18.853148561117784
7828,-18.85031403027637
7829,-18.847487511295526
7830,-18.844668959011504
7831,-18.841858328641358
7832,-18.8390555757787
7833,-18.836260656389477
7834,-18.833473526807815
7835,-18.830694143731947
7836,-18.827922464220148
7837,-18.82515844568678
7838,-18.82240204589835
7839,-18.819653222969645
7840,-18.816911935359904
7841,-18.81417814186907
7842,-18.811451801634053
7843,-18.808732874125077
7844,-18.80602131914207
7845,-18.803317096811075
7846,-18.800620167580767
7847,-18.797930492218942
7848,-18.795248031809134
7849,-18.792572747747194
7850,-18.789904601737998
7851,-18.78724355579212
7852,-18.784589572222618
7853,-18.78194261364181
7854,-18.779302642958125
7855,-18.776669623372985
7856,-18.77404351837771
7857,-18.77142429175051
7858,-18.76881190755346
7859,-18.766206330129556
7860,-18.763607524099793
7861,-18.761015454360283
7862,-18.7584300860794
7863,-18.755851384694985
7864,-18.75327931591157
7865,-18.750713845697636
7866,-18.748154940282916
7867,-18.74560256615572
7868,-18.743056690060325
7869,-18.740517278994343
7870,-18.73798430020617
7871,-18.73545772119246
7872,-18.732937509695606
7873,-18.730423633701278
7874,-18.727916061435987
7875,-18.725414761364657
7876,-18.72291970218827
7877,-18.7204308528415
7878,-18.71794818249039
7879,-18.715471660530074
7880,-18.71300125658251
7881,-18.710536940494222
7882,-18.708078682334126
7883,-18.705626452391325
7884,-18.703180221172968
7885,-18.7007399594021
7886,-18.698305638015594
7887,-18.69587722816204
7888,-18.693454701199713
7889,-18.69103802869455
7890,-18.688627182418124
7891,-18.686222134345687
7892,-18.683822856654217
7893,-18.68142932172046
7894,-18.679041502119063
7895,-18.676659370620644
7896,-18.67428290018996
7897,-18.671912063984067
7898,-18.66954683535047
7899,-18.667187187825363
7900,-18.92017828268796
7901,-18.91714753908574
7902,-18.914125953142776
7903,-18.911113469684384
7904,-18.908110034033033
7905,-18.905115592002375
7906,-18.902130089891376
7907,-18.89915347447856
7908,-18.896185693016292
7909,-18.893226693225174
7910,-18.890276423288533
7911,-18.887334831846967
7912,-18.884401867992974
7913,-18.881477481265676
7914,-18.87856162164561
7915,-18.87565423954959
7916,-18.87275528582564
7917,-18.86986471174803
7918,-18.86698246901234
7919,-18.86410850973063
7920,-18.861242786426665
7921,-18.85838525203119
7922,-18.85553585987733
7923,-18.85269456369598
7924,-18.84986131761131
7925,-18.847036076136327
7926,-18.844218794168484
7927,-18.84140942698537
7928,-18.838607930240432
7929,-18.835814259958802
7930,-18.83302837253313
7931,-18.830250224719506
7932,-18.82747977363345
7933,-18.824716976745915
7934,-18.821961791879378
7935,-18.819214177203992
7936,-18.816474091233754
7937,-18.813741492822754
7938,-18.811016341161476
7939,-18.808298595773127
7940,-18.805588216510046
7941,-18.802885163550126
7942,-18.80018939739332
7943,-18.79750087885817
7944,-18.794819569078392
7945,-18.792145429499502
7946,-18.7894784218755
7947,-18.786818508265565
7948,-18.784165651030843
7949,-18.781519812831238
7950,-18.778880956622256
7951,-18.7762490456519
7952,-18.77362404345759
7953,-18.77100591386315
7954,-18.768394620975794
7955,-18.765790129183184
7956,-18.76319240315052
7957,-18.760601407817656
7958,-18.75801710839627
7959,-18.75543947036705
7960,-18.752868459476936
7961,-18.750304041736378
7962,-18.74774618341666
7963,-18.745194851047216
7964,-18.742650011413023
7965,-18.740111631551983
7966,-18.73757967875238
7967,-18.735054120550345
7968,-18.732534924727357
7969,-18.730022059307778
7970,-18.727515492556414
7971,-18.725015192976123
7972,-18.722521129305417
7973,-18.720033270516147
7974,-18.717551585811158
7975,-18.71507604462202
7976,-18.712606616606763
7977,-18.71014327164764
7978,-18.70768597984894
7979,-18.705234711534786
7980,-18.702789437247006
7981,-18.700350127743
7982,-18.697916753993646
7983,-18.695489287181218
7984,-18.693067698697348
7985,-18.690651960140997
7986,-18.688242043316464
7987,-18.685837920231396
7988,-18.683439563094858
7989,-18.681046944315387
7990,-18.6786600364991
7991,-18.67627881244781
7992,-18.67390324515715
7993,-18.671533307814762
7994,-18.669168973798467
7995,-18.66681021667447
7996,-18.664457010195587
7997,-18.662109328299493
7998,-18.659767145106997
7999,-18.657430434920325
8000,-18.90763039194839
8001,-18.904637383687046
8002,-18.90165330679913
8003,-18.898678108139336
8004,-18.89571173503532
8005,-18.892754135282075
8006,-18.889805257136448
8007,-18.886865049311684
8008,-18.883933460972084
8009,-18.881010441727735
8010,-18.87809594162931
8011,-18.87518991116295
8012,-18.872292301245192
8013,-18.869403063218037
8014,-18.86652214884402
8015,-18.86364951030138
8016,-18.8607851001793
8017,-18.857928871473217
8018,-18.85508077758018
8019,-18.852240772294305
8020,-18.84940880980227
8021,-18.846584844678873
8022,-18.84376883188267
8023,-18.840960726751657
8024,-18.838160484999033
8025,-18.83536806270899
8026,-18.8325834163326
8027,-18.82980650268372
8028,-18.827037278934995
8029,-18.824275702613875
8030,-18.821521731598718
8031,-18.818775324114934
8032,-18.816036438731185
8033,-18.813305034355615
8034,-18.81058107023219
8035,-18.807864505937
8036,-18.80515530137471
8037,-18.80245341677497
8038,-18.799758812688932
8039,-18.79707144998578
8040,-18.794391289849344
8041,-18.791718293774704
8042,-18.789052423564904
8043,-18.786393641327653
8044,-18.7837419094721
8045,-18.781097190705644
8046,-18.778459448030798
8047,-18.77582864474207
8048,-18.7732047444229
8049,-18.77058771094265
8050,-18.767977508453587
8051,-18.765374101387973
8052,-18.762777454455144
8053,-18.76018753263862
8054,-18.757604301193307
8055,-18.75502772564267
8056,-18.752457771775983
8057,-18.749894405645612
8058,-18.747337593564314
8059,-18.744787302102576
8060,-18.74224349808601
8061,-18.739706148592752
8062,-18.737175220950895
8063,-18.734650682735996
8064,-18.732132501768543
8065,-18.729620646111538
8066,-18.727115084068025
8067,-18.724615784178717
8068,-18.72212271521962
8069,-18.719635846199683
8070,-18.7171551463585
8071,-18.71468058516402
8072,-18.71221213231029
8073,-18.70974975771524
8074,-18.70729343151846
8075,-18.70484312407905
8076,-18.70239880597347
8077,-18.69996044799341
8078,-18.697528021143697
8079,-18.695101496640245
8080,-18.692680845907983
8081,-18.690266040578855
8082,-18.687857052489825
8083,-18.685453853680894
8084,-18.68305641639316
8085,-18.680664713066907
8086,-18.678278716339673
8087,-18.675898399044403
8088,-18.673523734207578
8089,-18.67115469504738
8090,-18.66879125497189
8091,-18.66643338757728
8092,-18.664081066646055
8093,-18.661734266145313
8094,-18.65939296022499
8095,-18.657057123216177
8096,-18.65472672962942
8097,-18.65240175415305
8098,-18.650082171651533
8099,-18.647767957163847
8100,-18.8952380015841
8101,-18.892281800544517
8102,-18.88933431287736
8103,-18.886395487368404
8104,-18.883465273253613
8105,-18.880543620213903
8106,-18.87763047836996
8107,-18.874725798277098
8108,-18.871829530920273
8109,-18.868941627709077
8110,-18.86606204047287
8111,-18.86319072145595
8112,-18.860327623312813
8113,-18.857472699103443
8114,-18.85462590228872
8115,-18.85178718672587
8116,-18.84895650666394
8117,-18.846133816739417
8118,-18.843319071971855
8119,-18.840512227759554
8120,-18.83771323987534
8121,-18.834922064462376
8122,-18.83213865803004
8123,-18.829362977449858
8124,-18.826594979951498
8125,-18.82383462311881
8126,-18.82108186488593
8127,-18.818336663533433
8128,-18.815598977684537
8129,-18.812868766301367
8130,-18.810145988681253
8131,-18.807430604453103
8132,-18.804722573573795
8133,-18.802021856324654
8134,-18.799328413307936
8135,-18.796642205443394
8136,-18.79396319396487
8137,-18.79129134041694
8138,-18.7886266066516
8139,-18.785968954824998
8140,-18.78331834739421
8141,-18.780674747114062
8142,-18.778038117033983
8143,-18.7754084204949
8144,-18.77278562112621
8145,-18.77016968284272
8146,-18.7675605698417
8147,-18.764958246599917
8148,-18.762362677870772
8149,-18.75977382868139
8150,-18.757191664329817
8151,-18.754616150382233
8152,-18.752047252670184
8153,-18.74948493728787
8154,-18.746929170589453
8155,-18.744379919186418
8156,-18.74183714994494
8157,-18.73930082998331
8158,-18.73677092666939
8159,-18.734247407618078
8160,-18.73173024068883
8161,-18.7292193939832
8162,-18.726714835842422
8163,-18.72421653484501
8164,-18.72172445980439
8165,-18.71923857976656
8166,-18.7167588640078
8167,-18.714285282032385
8168,-18.71181780357032
8169,-18.709356398575142
8170,-18.706901037221705
8171,-18.70445168990403
8172,-18.702008327233145
8173,-18.699570920034976
8174,-18.69713943934826
8175,-18.69471385642248
8176,-18.692294142715827
8177,-18.68988026989317
8178,-18.687472209824087
8179,-18.685069934580877
8180,-18.68267341643664
8181,-18.68028262786333
8182,-18.677897541529884
8183,-18.67551813030033
8184,-18.67314436723193
8185,-18.670776225573377
8186,-18.668413678762956
8187,-18.666056700426765
8188,-18.663705264376965
8189,-18.66135934461001
8190,-18.659018915304937
8191,-18.656683950821655
8192,-18.654354425699264
8193,-18.65203031465438
8194,-18.6497115925795
8195,-18.64739823454137
8196,-18.64509021577937
8197,-18.642787511703933
8198,-18.64049009789497
8199,-18.638197950100313
8200,-18.882997304632305
8201,-18.88007701652072
8202,-18.877165231665852
8203,-18.874261900692098
8204,-18.87136697465267
8205,-18.86848040502464
8206,-18.865602143704074
8207,-18.862732143001207
8208,-18.85987035563571
8209,-18.85701673473202
8210,-18.85417123381472
8211,-18.85133380680402
8212,-18.848504408011248
8213,-18.84568299213446
8214,-18.842869514254087
8215,-18.840063929828627
8216,-18.83726619469043
8217,-18.834476265041523
8218,-18.831694097449493
8219,-18.82891964884342
8220,-18.826152876509905
8221,-18.823393738089095
8222,-18.8206421915708
8223,-18.817898195290667
8224,-18.815161707926382
8225,-18.81243268849394
8226,-18.809711096343957
8227,-18.806996891158047
8228,-18.804290032945236
8229,-18.801590482038417
8230,-18.798898199090875
8231,-18.79621314507283
8232,-18.793535281268063
8233,-18.790864569270553
8234,-18.788200970981165
8235,-18.78554444860441
8236,-18.782894964645205
8237,-18.780252481905716
8238,-18.777616963482213
8239,-18.77498837276198
8240,-18.772366673420265
8241,-18.76975182941727
8242,-18.767143804995168
8243,-18.764542564675185
8244,-18.76194807325469
8245,-18.759360295804345
8246,-18.756779197665278
8247,-18.754204744446305
8248,-18.75163690202117
8249,-18.74907563652584
8250,-18.746520914355823
8251,-18.743972702163518
8252,-18.74143096685561
8253,-18.738895675590488
8254,-18.736366795775698
8255,-18.733844295065428
8256,-18.731328141358027
8257,-18.728818302793556
8258,-18.726314747751374
8259,-18.72381744484772
8260,-18.721326362933393
8261,-18.718841471091384
8262,-18.7163627386346
8263,-18.71389013510357
8264,-18.71142363026421
8265,-18.708963194105618
8266,-18.706508796837845
8267,-18.704060408889774
8268,-18.701618000906954
8269,-18.699181543749493
8270,-18.696751008489986
8271,-18.694326366411435
8272,-18.69190758900523
8273,-18.68949464796912
8274,-18.687087515205253
8275,-18.684686162818174
8276,-18.682290563112925
8277,-18.6799006885931
8278,-18.677516511958974
8279,-18.675138006105605
8280,-18.672765144121012
8281,-18.67039789928433
8282,-18.668036245064005
8283,-18.665680155116036
8284,-18.66332960328217
8285,-18.660984563588187
8286,-18.658645010242175
8287,-18.656310917632823
8288,-18.653982260327737
8289,-18.651659013071786
8290,-18.64934115078545
8291,-18.647028648563193
8292,-18.64472148167187
8293,-18.642419625549135
8294,-18.640123055801862
8295,-18.637831748204604
8296,-18.635545678698065
8297,-18.633264823387563
8298,-18.630989158541556
8299,-18.628718660590145
8300,-18.87090463224445
8301,-18.868019394968506
8302,-18.865142458343094
8303,-18.86227377474427
8304,-18.859413296956774
8305,-18.856560978169355
8306,-18.853716771970202
8307,-18.85088063234238
8308,-18.84805251365939
8309,-18.845232370680744
8310,-18.842420158547643
8311,-18.83961583277868
8312,-18.836819349265618
8313,-18.83403066426924
8314,-18.831249734415234
8315,-18.82847651669015
8316,-18.8257109684374
8317,-18.82295304735333
8318,-18.82020271148334
8319,-18.817459919218045
8320,-18.8147246292895
8321,-18.811996800767474
8322,-18.80927639305579
8323,-18.806563365888668
8324,-18.803857679327187
8325,-18.801159293755724
8326,-18.798468169878497
8327,-18.795784268716123
8328,-18.79310755160222
8329,-18.790437980180084
8330,-18.78777551639938
8331,-18.785120122512886
8332,-18.782471761073293
8333,-18.779830394930016
8334,-18.77719598722609
8335,-18.774568501395077
8336,-18.771947901158
8337,-18.76933415052038
8338,-18.76672721376922
8339,-18.76412705547012
8340,-18.761533640464357
8341,-18.758946933866056
8342,-18.756366901059348
8343,-18.75379350769562
8344,-18.75122671969074
8345,-18.748666503222385
8346,-18.746112824727327
8347,-18.743565650898827
8348,-18.741024948684
8349,-18.73849068528127
8350,-18.735962828137808
8351,-18.73344134494703
8352,-18.73092620364611
8353,-18.72841737241356
8354,-18.725914819666787
8355,-18.723418514059723
8356,-18.720928424480455
8357,-18.718444520048916
8358,-18.715966770114576
8359,-18.713495144254175
8360,-18.71102961226948
8361,-18.70857014418508
8362,-18.70611671024618
8363,-18.703669280916472
8364,-18.701227826875957
8365,-18.698792319018892
8366,-18.69636272845166
8367,-18.69393902649074
8368,-18.691521184660665
8369,-18.68910917469202
8370,-18.68670296851946
8371,-18.684302538279738
8372,-18.681907856309785
8373,-18.679518895144785
8374,-18.6771356275163
8375,-18.674758026350382
8376,-18.672386064765746
8377,-18.67001971607193
8378,-18.66765895376751
8379,-18.66530375153831
8380,-18.662954083255638
8381,-18.660609922974555
8382,-18.658271244932155
8383,-18.65593802354586
8384,-18.65361023341175
8385,-18.65128784930289
8386,-18.648970846167703
8387,-18.646659199128344
8388,-18.644352883479097
8389,-18.64205187468479
8390,-18.639756148379224
8391,-18.637465680363636
8392,-18.63518044660517
8393,-18.632900423235334
8394,-18.63062558654855
8395,-18.628355913000643
8396,-18.626091379207388
8397,-18.623831961943058
8398,-18.621577638139016
8399,-18.619328384882273
8400,-18.85895644708504
8401,-18.856105429226115
8402,-18.85326251656743
8403,-18.85042766315481
8404,-18.8476008234238
8405,-18.844781952195266
8406,-18.841971004671063
8407,-18.83916793642977
8408,-18.836372703422462
8409,-18.83358526196857
8410,-18.83080556875178
8411,-18.828033580816005
8412,-18.825269255561377
8413,-18.822512550740345
8414,-18.819763424453786
8415,-18.81702183514719
8416,-18.814287741606893
8417,-18.811561102956343
8418,-18.808841878652466
8419,-18.80613002848201
8420,-18.803425512558004
8421,-18.800728291316236
8422,-18.798038325511758
8423,-18.795355576215492
8424,-18.79268000481082
8425,-18.79001157299027
8426,-18.78735024275222
8427,-18.78469597639763
8428,-18.78204873652688
8429,-18.779408486036566
8430,-18.776775188116407
8431,-18.77414880624615
8432,-18.771529304192537
8433,-18.768916646006314
8434,-18.766310796019255
8435,-18.76371171884125
8436,-18.761119379357414
8437,-18.75853374272526
8438,-18.755954774371855
8439,-18.753382439991082
8440,-18.750816705540874
8441,-18.748257537240534
8442,-18.745704901568043
8443,-18.743158765257448
8444,-18.740619095296243
8445,-18.73808585892281
8446,-18.73555902362388
8447,-18.733038557132026
8448,-18.730524427423212
8449,-18.728016602714312
8450,-18.72551505146074
8451,-18.723019742354037
8452,-18.720530644319542
8453,-18.718047726514058
8454,-18.715570958323564
8455,-18.713100309360954
8456,-18.710635749463787
8457,-18.70817724869209
8458,-18.705724777326164
8459,-18.703278305864448
8460,-18.700837805021365
8461,-18.698403245725242
8462,-18.69597459911621
8463,-18.693551836544167
8464,-18.691134929566747
8465,-18.688723849947312
8466,-18.68631856965298
8467,-18.683919060852652
8468,-18.681525295915108
8469,-18.679137247407077
8470,-18.676754888091352
8471,-18.674378190924934
8472,-18.672007129057185
8473,-18.669641675828007
8474,-18.667281804766052
8475,-18.66492748958693
8476,-18.662578704191464
8477,-18.660235422663952
8478,-18.65789761927045
8479,-18.65556526845707
8480,-18.65323834484832
8481,-18.650916823245424
8482,-18.64860067862471
8483,-18.646289886135975
8484,-18.643984421100892
8485,-18.641684259011427
8486,-18.639389375528268
8487,-18.637099746479297
8488,-18.63481534785805
8489,-18.63253615582221
8490,-18.6302621466921
8491,-18.627993296949242
8492,-18.62572958323486
8493,-18.62347098234846
8494,-18.62121747124639
8495,-18.618969027040443
8496,-18.61672562699644
8497,-18.61448724853289
8498,-18.612253869219572
8499,-18.610025466776243
8500,-18.847149337120168
8501,-18.844331736495263
8502,-18.84152205244312
8503,-18.83872024060219
8504,-18.835926256982756
8505,-18.83314005796279
8506,-18.830361600283883
8507,-18.827590841047193
8508,-18.82482773770948
8509,-18.822072248079195
8510,-18.819324330312597
8511,-18.816583942909954
8512,-18.813851044711782
8513,-18.811125594895127
8514,-18.80840755296991
8515,-18.805696878775322
8516,-18.802993532476265
8517,-18.800297474559823
8518,-18.797608665831817
8519,-18.794927067413372
8520,-18.792252640737562
8521,-18.789585347546055
8522,-18.786925149885853
8523,-18.784272010106033
8524,-18.78162589085457
8525,-18.778986755075163
8526,-18.776354566004134
8527,-18.77372928716735
8528,-18.77111088237718
8529,-18.768499315729528
8530,-18.76589455160086
8531,-18.76329655464528
8532,-18.760705289791677
8533,-18.75812072224087
8534,-18.7555428174628
8535,-18.752971541193773
8536,-18.750406859433713
8537,-18.747848738443487
8538,-18.745297144742217
8539,-18.742752045104666
8540,-18.740213406558638
8541,-18.73768119638241
8542,-18.735155382102217
8543,-18.732635931489735
8544,-18.730122812559618
8545,-18.727615993567078
8546,-18.725115443005446
8547,-18.722621129603837
8548,-18.72013302232477
8549,-18.717651090361862
8550,-18.715175303137546
8551,-18.7127056303008
8552,-18.71024204172493
8553,-18.70778450750534
8554,-18.70533299795738
8555,-18.702887483614177
8556,-18.700447935224517
8557,-18.698014323750748
8558,-18.695586620366697
8559,-18.69316479645563
8560,-18.690748823608228
8561,-18.688338673620578
8562,-18.68593431849221
8563,-18.683535730424136
8564,-18.681142881816925
8565,-18.6787557452688
8566,-18.676374293573744
8567,-18.673998499719655
8568,-18.671628336886503
8569,-18.669263778444506
8570,-18.666904797952338
8571,-18.664551369155358
8572,-18.66220346598386
8573,-18.659861062551332
8574,-18.657524133152744
8575,-18.655192652262865
8576,-18.65286659453458
8577,-18.650545934797236
8578,-18.648230648055026
8579,-18.645920709485342
8580,-18.643616094437206
8581,-18.641316778429687
8582,-18.639022737150317
8583,-18.636733946453585
8584,-18.634450382359383
8585,-18.632172021051513
8586,-18.62989883887619
8587,-18.62763081234058
8588,-18.625367918111323
8589,-18.62311013301311
8590,-18.620857434027254
8591,-18.61860979829028
8592,-18.616367203092533
8593,-18.614129625876803
8594,-18.61189704423696
8595,-18.60966943591662
8596,-18.607446778807788
8597,-18.60522905094957
8598,-18.60301623052686
8599,-18.600808295869037
8600,-18.83548000976853
8601,-18.83269505207542
8602,-18.829917828836518
8603,-18.82714829721014
8604,-18.82438641470957
8605,-18.821632139199156
8606,-18.81888542889045
8607,-18.8161462423384
8608,-18.81341453843761
8609,-18.810690276418615
8610,-18.80797341584426
8611,-18.805263916606076
8612,-18.80256173892074
8613,-18.799866843326562
8614,-18.79717919068003
8615,-18.794498742152403
8616,-18.791825459226338
8617,-18.789159303692575
8618,-18.78650023764665
8619,-18.78384822348568
8620,-18.781203223905152
8621,-18.77856520189579
8622,-18.77593412074044
8623,-18.773309944011004
8624,-18.770692635565414
8625,-18.76808215954465
8626,-18.76547848036979
8627,-18.762881562739093
8628,-18.760291371625136
8629,-18.75770787227198
8630,-18.75513103019236
8631,-18.75256081116494
8632,-18.749997181231574
8633,-18.74744010669461
8634,-18.744889554114252
8635,-18.742345490305915
8636,-18.73980788233764
8637,-18.737276697527548
8638,-18.7347519034413
8639,-18.732233467889607
8640,-18.729721358925776
8641,-18.72721554484326
8642,-18.724715994173287
8643,-18.722222675682456
8644,-18.71973555837041
8645,-18.717254611467528
8646,-18.714779804432638
8647,-18.712311106950754
8648,-18.709848488930852
8649,-18.707391920503678
8650,-18.704941372019558
8651,-18.702496814046267
8652,-18.70005821736689
8653,-18.69762555297775
8654,-18.695198792086316
8655,-18.692777906109168
8656,-18.690362866669982
8657,-18.687953645597524
8658,-18.685550214923687
8659,-18.683152546881534
8660,-18.680760613903384
8661,-18.6783743886189
8662,-18.675993843853213
8663,-18.673618952625073
8664,-18.671249688145004
8665,-18.668886023813492
8666,-18.666527933219196
8667,-18.66417539013718
8668,-18.661828368527157
8669,-18.65948684253176
8670,-18.65715078647484
8671,-18.654820174859772
8672,-18.65249498236778
8673,-18.650175183856295
8674,-18.647860754357318
8675,-18.64555166907581
8676,-18.643247903388104
8677,-18.64094943284032
8678,-18.6386562331468
8679,-18.636368280188602
8680,-18.634085550011935
8681,-18.631808018826685
8682,-18.629535663004916
8683,-18.6272684590794
8684,-18.625006383742157
8685,-18.622749413843035
8686,-18.620497526388267
8687,-18.618250698539075
8688,-18.61600890761029
8689,-18.613772131068963
8690,-18.611540346533005
8691,-18.60931353176986
8692,-18.607091664695158
8693,-18.60487472337141
8694,-18.60266268600671
8695,-18.600455530953447
8696,-18.598253236707023
8697,-18.59605578190462
8698,-18.59386314532394
8699,-18.591675305881967
8700,-18.823945286389737
8701,-18.821192223929742
8702,-18.818446720018258
8703,-18.815708733264827
8704,-18.81297822261803
8705,-18.810255147361826
8706,-18.80753946711187
8707,-18.804831141811945
8708,-18.802130131730422
8709,-18.79943639745674
8710,-18.79674989989797
8711,-18.79407060027542
8712,-18.79139846012124
8713,-18.78873344127516
8714,-18.78607550588118
8715,-18.78342461638435
8716,-18.78078073552761
8717,-18.77814382634862
8718,-18.775513852176676
8719,-18.772890776629634
8720,-18.77027456361091
8721,-18.767665177306494
8722,-18.765062582181994
8723,-18.76246674297975
8724,-18.75987762471596
8725,-18.757295192677844
8726,-18.75471941242088
8727,-18.752150249766004
8728,-18.74958767079693
8729,-18.747031641857436
8730,-18.744482129548725
8731,-18.7419391007268
8732,-18.73940252249988
8733,-18.736872362225856
8734,-18.734348587509757
8735,-18.731831166201268
8736,-18.72932006639228
8737,-18.72681525641444
8738,-18.72431670483679
8739,-18.721824380463367
8740,-18.719338252330882
8741,-18.716858289706412
8742,-18.71438446208512
8743,-18.711916739188
8744,-18.70945509095965
8745,-18.70699948756609
8746,-18.704549899392575
8747,-18.702106297041468
8748,-18.699668651330107
8749,-18.697236933288732
8750,-18.694811114158398
8751,-18.69239116538896
8752,-18.689977058637023
8753,-18.68756876576399
8754,-18.68516625883407
8755,-18.68276951011232
8756,-18.68037849206276
8757,-18.677993177346455
8758,-18.67561353881963
8759,-18.673239549531836
8760,-18.67087118272411
8761,-18.66850841182716
8762,-18.66615121045958
8763,-18.663799552426095
8764,-18.661453411715797
8765,-18.659112762500424
8766,-18.65677757913266
8767,-18.65444783614444
8768,-18.652123508245285
8769,-18.64980457032067
8770,-18.647490997430367
8771,-18.645182764806865
8772,-18.642879847853756
8773,-18.640582222144182
8774,-18.63828986341926
8775,-18.636002747586563
8776,-18.63372085071859
8777,-18.63144414905127
8778,-18.629172618982473
8779,-18.626906237070546
8780,-18.62464498003286
8781,-18.62238882474436
8782,-18.620137748236182
8783,-18.617891727694214
8784,-18.615650740457724
8785,-18.613414764017985
8786,-18.611183776016933
8787,-18.608957754245797
8788,-18.60673667664379
8789,-18.604520521296813
8790,-18.602309266436116
8791,-18.600102890437057
8792,-18.597901371817805
8793,-18.595704689238104
8794,-18.593512821498017
8795,-18.591325747536704
8796,-18.589143446431212
8797,-18.586965897395274
8798,-18.584793079778105
8799,-18.582624973063254
8800,-18.81254209708693
8801,-18.809820207559987
8802,-18.8071057066093
8803,-18.804398554230822
8804,-18.801698710744507
8805,-18.799006136790847
8806,-18.796320793327414
8807,-18.793642641625453
8808,-18.790971643266563
8809,-18.788307760139347
8810,-18.785650954436193
8811,-18.78300118865002
8812,-18.780358425571123
8813,-18.77772262828402
8814,-18.77509376016438
8815,-18.772471784875943
8816,-18.76985666636753
8817,-18.767248368870057
8818,-18.764646856893595
8819,-18.762052095224494
8820,-18.75946404892249
8821,-18.75688268331791
8822,-18.75430796400888
8823,-18.75173985685856
8824,-18.749178327992443
8825,-18.74662334379567
8826,-18.744074870910374
8827,-18.741532876233087
8828,-18.73899732691214
8829,-18.736468190345125
8830,-18.733945434176377
8831,-18.731429026294496
8832,-18.728918934829885
8833,-18.726415128152336
8834,-18.723917574868636
8835,-18.7214262438202
8836,-18.718941104080756
8837,-18.71646212495401
8838,-18.71398927597141
8839,-18.71152252688987
8840,-18.709061847689554
8841,-18.7066072085717
8842,-18.70415857995644
8843,-18.70171593248067
8844,-18.699279236995928
8845,-18.69684846456631
8846,-18.69442358646642
8847,-18.692004574179315
8848,-18.689591399394505
8849,-18.68718403400596
8850,-18.68478245011015
8851,-18.682386620004095
8852,-18.67999651618347
8853,-18.677612111340668
8854,-18.675233378362982
8855,-18.672860290330714
8856,-18.67049282051536
8857,-18.66813094237781
8858,-18.66577462956656
8859,-18.66342385591593
8860,-18.661078595444355
8861,-18.658738822352635
8862,-18.65640451102224
8863,-18.654075636013626
8864,-18.651752172064576
8865,-18.649434094088555
8866,-18.64712137717307
8867,-18.644813996578094
8868,-18.642511927734446
8869,-18.640215146242245
8870,-18.637923627869338
8871,-18.635637348549782
8872,-18.63335628438233
8873,-18.631080411628908
8874,-18.62880970671316
8875,-18.626544146218972
8876,-18.624283706889013
8877,-18.62202836562332
8878,-18.619778099477866
8879,-18.61753288566318
8880,-18.615292701542934
8881,-18.613057524632598
8882,-18.610827332598078
8883,-18.608602103254363
8884,-18.60638181456423
8885,-18.604166444636903
8886,-18.601955971726788
8887,-18.599750374232165
8888,-18.59754963069394
8889,-18.595353719794385
8890,-18.593162620355898
8891,-18.59097631133978
8892,-18.588794771845023
8893,-18.586617981107114
8894,-18.58444591849684
8895,-18.58227856351912
8896,-18.580115895811858
8897,-18.57795789514476
8898,-18.575804541418243
8899,-18.573655814662274
8900,-18.8012674758024
8901,-18.798576061169584
8902,-18.795891870810326
8903,-18.793214866045755
8904,-18.79054500850679
8905,-18.787882260130864
8906,-18.78522658315865
8907,-18.782577940130853
8908,-18.77993629388505
8909,-18.77730160755254
8910,-18.77467384455528
8911,-18.77205296860282
8912,-18.76943894368931
8913,-18.766831734090513
8914,-18.764231304360898
8915,-18.761637619330735
8916,-18.759050644103247
8917,-18.756470344051785
8918,-18.753896684817054
8919,-18.751329632304365
8920,-18.748769152680925
8921,-18.74621521237317
8922,-18.743667778064104
8923,-18.74112681669071
8924,-18.738592295441364
8925,-18.736064181753306
8926,-18.73354244331011
8927,-18.731027048039223
8928,-18.728517964109507
8929,-18.726015159928824
8930,-18.723518604141656
8931,-18.72102826562674
8932,-18.718544113494747
8933,-18.716066117085973
8934,-18.713594245968075
8935,-18.71112846993384
8936,-18.708668758998943
8937,-18.706215083399783
8938,-18.70376741359131
8939,-18.701325720244903
8940,-18.698889974246242
8941,-18.696460146693237
8942,-18.694036208893976
8943,-18.69161813236468
8944,-18.689205888827697
8945,-18.686799450209527
8946,-18.684398788638852
8947,-18.682003876444597
8948,-18.679614686154036
8949,-18.677231190490872
8950,-18.67485336237339
8951,-18.672481174912605
8952,-18.670114601410432
8953,-18.667753615357892
8954,-18.665398190433326
8955,-18.663048300500627
8956,-18.660703919607517
8957,-18.658365021983812
8958,-18.65603158203973
8959,-18.653703574364208
8960,-18.651380973723242
8961,-18.649063755058247
8962,-18.64675189348443
8963,-18.6444453642892
8964,-18.64214414293057
8965,-18.639848205035584
8966,-18.63755752639879
8967,-18.635272082980695
8968,-18.632991850906247
8969,-18.630716806463354
8970,-18.628446926101386
8971,-18.626182186429723
8972,-18.623922564216315
8973,-18.621668036386236
8974,-18.61941858002028
8975,-18.61717417235356
8976,-18.614934790774132
8977,-18.612700412821617
8978,-18.610471016185862
8979,-18.60824657870559
8980,-18.606027078367088
8981,-18.603812493302904
8982,-18.60160280179053
8983,-18.599397982251162
8984,-18.597198013248395
8985,-18.595002873487
8986,-18.59281254181169
8987,-18.59062699720586
8988,-18.58844621879043
8989,-18.586270185822602
8990,-18.584098877694707
8991,-18.58193227393301
8992,-18.579770354196576
